url,collection_number,title,creator,date_range,extent,language_of_materials,repository,sponsor,abstract,physical_description,total_elements,total_items,total_digitised_items,total_searchable
http://nla.gov.au/nla.obj-761965921/findingaid,M2683,Collections held by the Ayr Record Office (as filmed by the AJCP),Ayr Record Office,1862 - 1895,3 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,9,3,3,13
http://nla.gov.au/nla.obj-762214157/findingaid,"M591, M821, M1659-M1660",Collections held by the Bedfordshire Record Office (as filmed by the AJCP),Bedfordshire Record Office,1774 - 1945,159 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,232,182,182,234
http://nla.gov.au/nla.obj-836340885/findingaid,M1924-M1926,Collections held by the Bodleian Library (as filmed by the AJCP),"Bodleian Library, University of Oxford",1679 - 1894,181 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,318,234,234,320
http://nla.gov.au/nla.obj-763024596/findingaid,M2669 - M2677,Collections held by the British Library (as filmed by the AJCP),The British Library,1563 - 1888,220 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,881,598,597,887
http://nla.gov.au/nla.obj-762466420/findingaid,M2612 - M2615,Collections held by the British Library of Political and Economic Science (as filmed by the AJCP),British Library of Political and Economic Science,1839 - 1950,176 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,397,273,273,809
http://nla.gov.au/nla.obj-836341151/findingaid,M2649-2656,Collections held by the Brynmor Jones Library (as filmed by the AJCP),Brynmor Jones Library,1817 - 1975,98 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,512,395,395,513
http://nla.gov.au/nla.obj-761992221/findingaid,M1667-M1671,Collections held by the Buckinghamshire Record Office (as filmed by the AJCP),Buckinghamshire Record Office,1789 - 1923,39 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,94,66,66,96
http://nla.gov.au/nla.obj-763006998/findingaid,M1896,"Collections held by the Cambridgeshire Record Office, Cambridge (as filmed by the AJCP)",Cambridgeshire Record Office. Cambridge,1821 - 1919,20 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,40,21,21,42
http://nla.gov.au/nla.obj-762351660/findingaid,M1854-M1855,"Collections held by the Cambridgeshire Record Office, Huntingdon (as filmed by the AJCP)",Cambridgeshire Record Office. Huntingdon Office,1850 - 1911,45 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,74,58,58,80
http://nla.gov.au/nla.obj-762276758/findingaid,M2854-M2856,Collections held by the Cleveland County Archives (as filmed by the AJCP),Cleveland County Archives,1772 - 1988,43 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,86,52,51,87
http://nla.gov.au/nla.obj-762414270/findingaid,M1897,Collections held by the Cornwall County Record Office (as filmed by the AJCP),Cornwall County Record Office,1844 - 1925,37 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,51,38,38,54
http://nla.gov.au/nla.obj-762223447/findingaid,"M983, M2078",Collections held by the Cumbria Archive Service (as filmed by the AJCP),Cumbria Record Office. Robert Baxter. Senior Archivist,1819-1899 (1938-1946),86 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,106,86,86,107
http://nla.gov.au/nla.obj-752833264/findingaid,M947,Collections held by the Derbyshire Record Office (as filmed by the AJCP),Derbyshire Record Office,1821 - 1934,32 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,123,84,62,126
